Title,Published_date,Views,Likes,Comments
Israel Palestine Conflict - Israel Raids Al-Aqsa Mosque Pakistan and Turkey Condemn the move,2021-05-08T12:45:48Z,700832,39266,8051
Why is US not Shooting Chinese Rocket? Explained,2021-05-08T03:49:34Z,454475,30405,1952
8 May 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-05-08T00:30:04Z,29238,2819,190
What is 5G trial? Why is China Angry at India? Explained,2021-05-07T14:10:44Z,529531,35070,2419
"All Competitive Exams | Biology by Harish Tiwari | RBC, WBC, Platelets & Blood Plasma",2021-05-07T11:00:17Z,23841,1986,151
UPSC & State PSC Exams | Maths Preparation Strategy by Sahil Khandelwal | Explained,2021-05-07T09:30:13Z,30369,2536,375
All Competitive Exams | Biology by Harish Tiwari | Blood,2021-05-07T06:30:15Z,29756,3079,208
France vs UK over the Jersey Island Issue | Explained,2021-05-07T02:00:15Z,353980,24577,1351
7 May 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-05-07T00:30:16Z,28417,3677,136
Biden’s Biggest Decision Corona Vaccine के पेटेंट में छूट,2021-05-06T08:47:17Z,311579,25704,1640
6 May 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-05-06T00:30:16Z,32605,4427,257
West Bengal में नतीजों के बाद हिंसा BJP to hold nationwide dharna,2021-05-05T08:43:44Z,292527,27703,6129
Out of Control China Rocket Falling back to Earth धरती पर कहीं भी मचा सकता है तबाही,2021-05-04T12:40:31Z,814344,41787,4769
4 May 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-05-04T00:30:04Z,36740,3170,308
China has Australian port for 99 Years Darwin Port Issue | Explained,2021-05-03T17:11:37Z,366044,25064,1726
"American Military Base in India to support Afghanistan, Will India Accept?",2021-05-03T03:16:49Z,466499,29189,3817
Reliance becomes India’s largest producer of medical oxygen from single location,2021-05-02T09:55:19Z,279912,26004,3170
Adar Poonawala  Leaves India after Threats ब्रिटेन में वैक्सीन उत्पादन शुरू करेंगे,2021-05-02T03:41:08Z,550250,40446,6028
2 May 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-05-02T00:30:06Z,33942,3244,236
Lockdown India for a few Weeks Dr. Anthony Fauci ने India को दी Lockdown लगाने की सलाह,2021-05-01T11:59:41Z,381893,28629,6313
"Xi Jinping writes to PM Modi, offers help to fight Covid-19 Should India Accept?",2021-04-30T16:30:54Z,391346,35493,6177
All Competitive Exams | Biology by Harish Tiwari | Human Heart Explained  with Animation (Part-2),2021-04-30T13:15:14Z,35460,2936,212
More than 100 Journalists Died in India due to Covid 19 Rohit Sardana dies due to Covid 19,2021-04-30T09:27:12Z,337088,31328,4122
Russia Sends Medical Help to India and sets up 2 + 2 Meeting,2021-04-30T05:30:15Z,317132,29842,2106
All Competitive Exams | Biology by Harish Tiwari | Human Heart Explained  with Animation (Part-1),2021-04-30T04:30:17Z,67390,5854,574
Macron Angry Over France Civil War Claims क्या फ्रांस में सचमुच होने वाला है ‘गृह युद्ध’?,2021-04-30T02:30:14Z,264383,22949,2629
30 April 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-04-30T00:30:01Z,28211,4986,617
29 April 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-04-29T00:30:12Z,28477,2634,127
The Best Israeli Missile for India Python-5 मिसाइल किया सफल परीक्षण,2021-04-28T14:12:49Z,319872,25138,1342
Massive Earthquake Hits Assam 6.4 तीव्रता के तेज झटके,2021-04-28T08:07:01Z,264155,21480,1542
Taiwan to Fund Paraguay for Indian Vaccine Payment,2021-04-28T03:23:25Z,339169,26112,1169
28 April 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-04-28T00:30:00Z,22892,2302,147
Why is Russia Leaving International Space Station? Explained,2021-04-27T16:37:55Z,301589,21174,908
France to Send Massive Oxygen Generators to India,2021-04-27T09:22:23Z,350005,34481,3085
DRDO develops Critical Crystal Blade Technology हेलीकॉप्टर इंजन के लिए,2021-04-27T02:30:15Z,371932,29042,1211
27 April 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-04-27T00:30:03Z,24276,2495,154
Map Based MCQs for UPSC 2021 Prelims by Prashant Dhawan (Part-2) #UPSC #IAS,2021-04-26T15:23:55Z,98151,7488,537
Great News U.S. to send Vaccine Raw Materials to India after Ajit Doval talked to US NSA,2021-04-26T02:30:15Z,585049,52691,5111
26 April 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-04-26T00:30:08Z,23581,2269,153
Mahabharata and Ramayana in Saudi Arabia’s School Curriculum #SaudiArabia,2021-04-25T17:46:04Z,340513,29755,3139
देशभर के Hospitals में PM Cares Fund से लगेंगे 551 PSA Oxygen Generation Plants,2021-04-25T12:15:01Z,263138,22907,3023
Biden’s Shock to Turkey USA Recognises Armenian Genocide #ArmenianGenocide,2021-04-25T05:37:33Z,309999,25761,3404
German Arrogance Angela Merkel regrets that India is World’s Pharmacy,2021-04-24T14:13:37Z,612497,42292,5014
India to Airlift Submarine Search System to locate missing Indonesian submarine,2021-04-24T09:00:15Z,275216,22713,1188
Russia offers Oxygen and Remdesivir to India | Explained,2021-04-23T17:54:14Z,409637,37288,4639
Balochistan Car Bombing Targeted Chinese Ambassador in Pakistan,2021-04-23T15:16:44Z,261985,21049,1502
Most Important Current Affairs MCQs from 11 to 20 April 2021 by Prashant Dhawan,2021-04-23T10:55:43Z,67730,5264,456
TVF Aspirants Best Scene | Unacademy Combat Scholarship Pool of 4Cr | Enroll Now Link in Description,2021-04-23T06:45:16Z,53900,,16
23 April 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-04-23T00:30:05Z,24907,2606,403
China Warns Australia after Victoria Belt and Road Pull-out,2021-04-22T17:04:57Z,339627,27055,2632
India’s Billionaires Help in Fight against Covid 19,2021-04-22T12:08:05Z,321064,31676,3209
"भारत में मिला Corona Virus का Triple Mutation Variant, Maharashtra और West Bengal में ज्यादा असर",2021-04-22T03:00:14Z,336152,29069,2419
22 April 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-04-22T00:30:02Z,24876,2467,244
Sri Lanka tells Chinese Ship to Leave Hambantota after Nuclear Material Found on it,2021-04-21T16:35:50Z,320460,24097,1277
Pakistan Owes $11 Billion to Paris Club located in France - What is Paris Club?,2021-04-21T14:21:15Z,370444,26251,2346
21 April 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-04-21T01:44:07Z,26774,2806,356
China has Deployed Advanced Rocket Launchers against India #UPSC #IAS,2021-04-20T18:07:21Z,357274,26901,1896
Worst and Best Countries for Journalists World Press Freedom Index 2021 #UPSC #IAS,2021-04-20T14:32:37Z,293472,22768,6101
France ने 15 Diplomats को वापस बुलाया End of Pakistan France Relations?,2021-04-20T06:23:25Z,364652,29620,3414
20 April 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-04-20T02:01:31Z,24769,2510,203
UK puts India in Red List after Pakistan Boris Johnson visit Cancelled Again,2021-04-19T17:46:17Z,413589,27009,1933
History Made on Mars with first test Flight of Ingenuity helicopter by NASA,2021-04-19T15:38:44Z,224694,17845,830
USA to Build Mega Military Base in Norway in New Defence Pact,2021-04-19T11:19:05Z,214555,16454,932
19 April 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-04-19T01:05:50Z,27497,2919,341
U.S Imposes Sanctions on Pakistani Companies for Helping Russia in 2020 Elections,2021-04-18T15:40:28Z,316352,23671,1616
Indian Vaccine Makers ने Joe Biden से की अपील -  हटाएं प्रतिबंध Raw Material Embargo Issue,2021-04-18T09:00:15Z,301455,25612,2330
India Trying to Make Peace with Pakistan Again in UAE फिर से शांति बनाने का प्रयास,2021-04-17T17:16:01Z,251343,20343,3670
Indian Military to build 5G Network Make in India Defence Current Affairs 2021,2021-04-17T13:49:55Z,298399,23573,1394
17 April 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-04-17T00:30:02Z,27044,2603,209
France Tells Citizens to Leave Pakistan after Anti-France Protests  तुरंत पाकिस्तान छोड़ने को कहा,2021-04-16T15:11:51Z,412136,31431,3002
16 April 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-04-16T00:30:18Z,28370,2592,262
All Competitive Exams | Biology by Harish Tiwari | Human Skeleton System (Part-2) | Explained,2021-04-15T04:30:16Z,29861,2171,224
15 April 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-04-15T00:30:10Z,28745,2843,300
14 April 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-04-14T00:30:00Z,28473,2632,286
Unacademy Presents - TVF's Aspirants | Trailer,2021-04-13T22:30:13Z,54681,3074,159
Indian Sikh Pilgrims Stuck in Pakistan | Indian Government Worried,2021-04-13T17:51:22Z,284231,22803,2540
UK puts Pakistan in list of 21 Terror Financing Countries,2021-04-13T14:35:50Z,240984,20297,1423
Japan to release Radioactive Water From Fukushima - China and South Korea Angry,2021-04-13T09:12:32Z,391159,27274,1736
13 April 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-04-13T00:30:02Z,26850,2660,373
Most Important Current Affairs MCQs from 1 to 10 April 2021 by Prashant Dhawan,2021-04-12T17:14:59Z,129446,10354,1177
Haridwar Kumbh Mela 2021 Covid issue - King of Nepal visits Kumbh 2021,2021-04-12T07:10:45Z,246410,20323,2348
Mossad Behind Attack on Iran Nuclear Facility - Israel Iran Tensions 2021,2021-04-12T03:40:25Z,328247,25165,1704
12 April 2021 | Daily Current Affairs MCQs by Harish Tiwari​​​​​​​,2021-04-12T00:32:50Z,26093,2660,213
Turkey Cuts Off Chinese Embassy's Water Supply - Why is Turkey Angry at China?,2021-04-11T16:23:19Z,345524,25382,2567
Bhutan China to End Border Dispute - Impact on India Current Affairs 2021,2021-04-11T12:30:02Z,288657,20421,2058
11 April 2021 | Daily Current Affairs MCQs by Harish Tiwari #SSC​​​​​​​,2021-04-11T00:30:04Z,27078,2647,166
India Pakistan War in Next 5 Years Claims USA Report,2021-04-10T17:56:49Z,677279,44091,9044
India Gifts Seychelles Rs. 100 Crore Ship and builds free Solar Power Plant,2021-04-10T16:08:25Z,380979,21496,1546
India Officially Protests Against USA Warship Violation | Explained,2021-04-10T12:41:50Z,335755,26338,3464
All Competitive Exams | Biology by Harish Tiwari | Human Skeleton System | Explained,2021-04-10T08:45:16Z,69081,6119,531
Pakistan Helping Turkey in Nuclear Weapons Program  #UPSC #IAS,2021-04-10T03:00:14Z,320089,20766,2246
10 April 2021 | Daily Current Affairs MCQs by Harish Tiwari #SSC​​​​​​​,2021-04-10T00:30:01Z,27225,2708,197
Temple Under Varanasi’s Gyanvapi Mosque? कोर्ट ने पुरातात्विक सर्वेक्षण को दी मंजूरी,2021-04-09T15:49:00Z,760923,43494,8633
USA passes Warships In Indian Zone Without Permission #USA #India #UPSC #IAS,2021-04-09T11:30:16Z,609776,34861,4793
9 April 2021 | Daily Current Affairs MCQs by Harish Tiwari #SSC​​​​​​​,2021-04-09T00:30:01Z,28178,2718,356
India Wants USA’s Help Against Chinese Hacking #UPSC #IAS,2021-04-08T16:54:18Z,284852,23284,2803
North Korea Olympic Boycott से भारत को फायदा होगा #NorthKorea #Olympics2021,2021-04-08T13:11:44Z,309866,22071,1963
Russia to Supply Military Gear to Pakistan What will be Impact on India?,2021-04-08T04:50:44Z,323337,21744,2074
8 April 2021 | Daily Current Affairs MCQs by Harish Tiwari #SSC​​​​​​​,2021-04-08T00:30:01Z,35442,3213,327
Taiwan Praises India for Helping Paraguay #Taiwan #India,2021-04-07T17:06:31Z,493961,40498,2840
India Beats USA to become World’s Fastest Vaccinating Country #UPSC #IAS,2021-04-07T10:46:12Z,248871,22182,2325
7 April 2021 | Daily Current Affairs MCQs by Harish Tiwari #SSC​​​​​​​,2021-04-07T00:30:01Z,31660,3004,262
Why Turkey Condemned Maoist Attack in India? Explained #Turkey #India #UPSC,2021-04-06T17:51:30Z,493695,34821,2181
India's Shock to Saudi Arabia - India to buy 36% less oil from Saudi #Oil #UPSC,2021-04-06T15:37:38Z,561109,36693,3835
Russia’s Most Dangerous Weapon Poseidon 2M39 and Nuclear Tsunami #Russia,2021-04-06T11:40:17Z,655084,38424,2985
6 April 2021 | Daily Current Affairs MCQs by Harish Tiwari #SSC​​​​​​​,2021-04-06T00:30:02Z,31579,2983,228
Rafale Deal Report Controversy Explained #Rafale #RafaleScam,2021-04-05T18:07:11Z,293900,24121,2642
DRDO develops Advanced Technology to safeguard Indian Navy ships from missiles #DRDO,2021-04-05T15:10:28Z,335112,23174,798
India UAE and Israel's $110 Billion trilateral trade by 2030 #UAE #Israel #India,2021-04-05T11:26:45Z,303261,22561,1170
5 April 2021 | Daily Current Affairs MCQs by Harish Tiwari #SSC​​​​​​​,2021-04-05T00:30:02Z,33414,3198,224
Chhattisgarh Maoist Attack 22 Jawan वीरगति को प्राप्त हो गए #Maoistattack,2021-04-04T16:49:43Z,376286,34644,4702
Chinese Army Build Up near Myanmar Border #myanmar #MyanmarMilitaryCoup,2021-04-04T13:59:39Z,378644,27525,1721
China Attacks India’s stand on WHO Covid Report #China #India #WHO,2021-04-04T02:30:15Z,394941,29713,2027
4 April 2021 | Daily Current Affairs MCQs by Harish Tiwari #SSC​​​​​​​,2021-04-04T00:30:02Z,31293,3576,316
India Beats China and USA in Digital transactions #UPSC #IAS,2021-04-03T15:42:34Z,366897,31268,3096
Is Russia about to Invade Ukraine? Russia Ukraine Tensions Explained #Ukraine #Russia,2021-04-03T11:15:15Z,495731,32556,3850
3 April 2021 | Daily Current Affairs MCQs by Harish Tiwari #SSC​​​​​​​,2021-04-03T00:30:01Z,33093,3335,346
India Beats Every Country in The World in Road construction #UPSC #IAS,2021-04-02T17:42:19Z,442850,38692,3583
"India, Bhutan, Sri Lanka & Bangladesh to hold joint military exercise #UPSC #IAS",2021-04-02T14:42:17Z,175744,14827,1189
India and Russia Building Bangladesh's 1st nuclear Power Plant #UPSC #IAS,2021-04-02T07:34:42Z,260876,19547,1858
2 April 2021 | Daily Current Affairs MCQs by Harish Tiwari #SSC​​​​​​​,2021-04-02T00:30:03Z,38501,3328,197
"Pakistan Rejects Trade With India जब तक ‘370’ का फैसला नहीं होगा वापस, नहीं करेंगे व्यापार",2021-04-01T16:42:46Z,443682,34957,7257
Official WHO Coronavirus Origin Report Released 14 countries raise concern #UPSC #IAS,2021-04-01T04:20:02Z,347116,27154,4287
India Pakistan Trade Restarts कश्मीर से धारा-370 हटने के बाद से था बंद #UPSC #IAS,2021-03-31T17:40:03Z,280243,23281,3776
Earth Declared Safe from the God of Chaos Asteroid for Next 100 years #Apophis,2021-03-31T14:40:26Z,283769,21460,1698
Why UAE wants Peace Between India and Pakistan Explained #UPSC #IAS,2021-03-31T02:30:00Z,372635,25638,2725
31 March 2021 | Daily Current Affairs MCQs by Harish Tiwari #SSC​​​​​​​,2021-03-31T00:30:00Z,35959,3213,268
Myanmar Air Strikes थाईलैंड की ओर भाग रहे हजारों लोग #WhatisHappeningInMyanmar #Myanmar,2021-03-30T13:56:29Z,440052,31820,5025
Map Based MCQs for UPSC 2021 Prelims by Prashant Dhawan (Part-1) #UPSC #IAS,2021-03-30T11:24:04Z,219160,19094,1206
